GivenName,Surname,StreetAddress,City,ZipCode,CCType,CCNumber,CVV2,CCExpires,Birthday
Treszka,Gyarmaty,Szilágyi Erzsébet fasor 99.,Csibrák,7225,MasterCard,5511952071961224,350,11/2016,7/11/1948
Jucika,Bodor,Dayka Gábor u. 8.,Nagytôke,6612,Visa,4485370130166385,241,9/2018,5/19/1981
Vivien,Pintér,Izabella u. 67.,Szôc,8452,MasterCard,5495033150216168,372,11/2019,7/19/1962
Tímea,Szathmári,Wesselényi u. 41.,Újkér,9472,Visa,4532238952574494,629,4/2017,7/13/1956
Deli,Ujváry,Kárpát u. 46.,Apácatorna,8477,MasterCard,5437182562885432,760,8/2017,1/24/1990
Florka,Sebeôk,Síp utca 27.,Tápióság,2253,MasterCard,5479266149244590,483,8/2019,8/9/1942
Dávid,Szilágyi,Csavargyár u. 67.,Kámaháza,8887,Visa,4929453803413062,821,5/2016,9/8/1942
Nancsi,Pásztor,Király u. 55.,Páhi,6075,Visa,4485481212448847,846,1/2016,6/26/1987
Keled,Bakos,Dayka Gábor u. 42.,Imrehegy,6238,MasterCard,5294203273589840,493,12/2019,7/15/1936
Adojan,Sághy,Kossuth Lajos u. 38.,Gorica,7682,Visa,4716160758623184,891,1/2015,12/30/1990
Zsuzsanna,Ferenci,Wesselényi u. 38.,Sarród,9435,MasterCard,5321459462344630,723,7/2017,7/14/1941
Ivett,Szathmár,Teréz krt. 28.,Pátka,8092,Visa,4556043480301662,514,4/2015,3/16/1946
Vivien,Thury,Tompa u. 40.,Bodaszôlô,4224,MasterCard,5282542555685972,005,11/2017,9/4/1983
Boriska,Berky,Hegyalja út 69.,Hollóháza,3999,Visa,4556525082492154,658,2/2015,7/26/1947
Liliána,Szakáts,Belgrád rkp. 82.,Salköveskút,9742,MasterCard,5383320463255651,778,8/2016,3/8/1962
Nusa,Lovász,Hegyalja út 10.,Hajdúvid,4086,MasterCard,5374924418244859,292,5/2019,12/5/1988
Viva,Csorba,Nyár utca 81.,Máhomfa,8960,Visa,4485586754363699,361,6/2017,6/16/1982
Erika,Deák,Munkácsy Mihály út 42.,Héhalom,3041,MasterCard,5260533264042155,705,9/2019,2/15/1990
Vázsony,Kurucz,Teréz krt. 10.,Tác,8121,Visa,4485454817670123,628,5/2016,7/4/1964
Ferike,Bálint,Kossuth Lajos u. 17.,Székelyszabar,7737,Visa,4929355476213382,595,7/2016,8/8/1936
Zsuzsanna,Sallay,Nánási út 25.,Fonyód,8644,Visa,4716065505317958,215,6/2018,9/21/1971
Bajnok,Kaszás,Rákóczi út 37.,Öskü,8191,Visa,4929209809656843,742,3/2019,5/1/1968
Tamara,Major,Bem rkp. 30.,Tokaj,3910,Visa,4716379894191480,656,6/2018,8/23/1938
Krisztián,Földessy,Piroska u. 43.,Romonya,7741,MasterCard,5288409491758798,583,3/2015,1/16/1964
Mercédesz,Saáry,Kálmán Imre u. 7.,Hahót,8771,Visa,4539021677108415,110,11/2017,1/13/1983
Orkény,Hermann,Apor Péter u. 96.,Szászberek,5053,Visa,4539378242542191,519,7/2019,2/9/1971
Karolina,Kovách,Munkácsy Mihály út 93.,Nagykáta,2760,Visa,4716642856589003,868,9/2019,6/16/1957
Sebo,Seres,Szilágyi Erzsébet fasor 55.,Vékény,7333,Visa,4916167048703625,220,4/2018,12/29/1929
Patony,Mezey,Síp utca 80.,Ecser,2233,Visa,4485441395443759,376,5/2015,10/31/1957
Mária,Sárközi,Bem rakpart 79.,Ura,4763,MasterCard,5446579449170012,061,8/2015,9/11/1940
Radomér,Lévay,Kárpát u. 21.,Kereki,8618,MasterCard,5387704793303271,074,7/2015,5/27/1980
Borbála,Pap,Tas vezér u. 10.,Dunakömlôd,7027,MasterCard,5471307838978151,291,1/2019,8/4/1962
Vivien,Szöllôsi,Eötvös út 46.,Babócsa,7584,Visa,4539426741507783,117,11/2017,5/12/1983
Barbara,Sinku,Bem rakpart 52.,Fehérgyarmat,4900,MasterCard,5546785383034127,586,12/2019,10/25/1981
Belle,Szakál,Baross tér 68.,Rádostyán,3776,MasterCard,5465852382082627,420,10/2018,2/7/1950
Csanád,Gere,Agip u. 54.,Katádfa,7914,MasterCard,5431700949008687,086,8/2015,11/13/1934
Dalma,Salay,Bem rkp. 21.,Aszaló,3841,Visa,4532049767182153,301,12/2017,7/11/1955
Dzsenifer,Hegedüs,Apor Péter u. 2.,Tiszavárkonyi szôlôk,5095,MasterCard,5230003073716925,020,3/2019,11/11/1952
Beriszl,Thury,Hegyalja út 23.,Polgár,4090,Visa,4532052509901146,666,7/2016,9/22/1940
Katalin,Sultész,Kálmán Imre u. 25.,Nagyhorváti,8742,MasterCard,5327494760963843,372,7/2016,3/24/1956
Ninacska,Szücs,Wesselényi u. 30.,Petôháza,9443,MasterCard,5120208986062324,080,8/2015,8/28/1983
Gizi,Kuruc,Szilágyi Erzsébet fasor 41.,Tarrós,7362,Visa,4716936949389367,935,10/2017,9/2/1950
Gisella,Bencsik,Szilágyi Erzsébet fasor 87.,Kercseliget,7256,MasterCard,5377714856811658,222,5/2015,12/2/1991
Petra,Simka,Szilágyi Erzsébet fasor 51.,Tófû,7348,MasterCard,5375017595899204,141,10/2018,7/31/1964
Dorina,Szilágyi,Kálmán Imre u. 79.,Csáford,8795,MasterCard,5141579610949473,112,12/2019,3/8/1941
Marót,Szánthó,Victor Hugo u. 66.,Vásárosmiske,9552,MasterCard,5386967104709582,705,1/2018,4/8/1945
Kund,Herczeg,Hegedûs Gyula utca 38.,Szob,2628,Visa,4485807884442447,627,8/2017,2/2/1960
Ágnes,Simko,Budaörsi út 57.,Tiszavasvári,4440,MasterCard,5235847752876219,150,4/2015,6/8/1988
Zágon,Deák,Izabella u. 58.,Pénzesgyôr,8426,Visa,4539506184889580,598,10/2018,11/25/1987
Kont,Saári,Belgrád rkp. 76.,Megyehíd,9754,Visa,4532750749037528,265,6/2015,5/29/1983
Uros,Fenyves,Kárpát u. 95.,Iharkút,8581,Visa,4532939551738352,771,6/2017,11/15/1980
Kada,Máthé,Apor Péter u. 5.,Újerdô,5100,MasterCard,5517423347369166,293,8/2017,6/16/1946
Nándor,Kurucz,Kárpát u. 82.,Mihályháza,8513,Visa,4539884551411803,547,4/2015,11/1/1929
Ibolya,Kultsár,Kárpát u. 73.,Nagygyimót,8551,MasterCard,5510209641342760,116,9/2018,3/25/1961
Joska,Smitt,Tas vezér u. 16.,Sárpilis,7145,MasterCard,5253380796908266,576,2/2018,4/2/1991
Keleman,Pusztai,Wesselényi u. 76.,Agyagosszergény,9441,MasterCard,5426644775679475,446,7/2019,10/29/1946
Martuska,Kaszás,Budaörsi út 6.,Székely,4534,MasterCard,5319620295817126,024,5/2017,8/14/1960
Bella,Berec,Dayka Gábor u. 97.,Fajsz,6352,Visa,4485323205928395,820,6/2016,12/13/1935
Kada,Czakó,Nyár utca 86.,Becsvölgye,8985,MasterCard,5507569165638223,810,11/2018,7/29/1954
Jucika,Ferenci,Victor Hugo u. 47.,Kemenesszentmárton,9521,Visa,4929269711314311,949,2/2015,2/6/1944
Melinda,Kalmár,Erzsébet krt. 91.,Tárnok,2461,MasterCard,5364209958824225,993,8/2015,4/7/1972
Pongor,Lang,Nánási út 93.,Hács,8694,MasterCard,5283043546500197,412,9/2017,4/28/1934
Benjámin,Havasy,Szilágyi Erzsébet fasor 28.,Baranyajenô,7384,MasterCard,5508428943513910,201,2/2017,5/21/1953
Elek,Bányai,Rákóczi út 88.,Alsóörs,8226,Visa,4916522113733594,053,11/2019,2/2/1988
Folkus,Papp,Dózsa György út 25.,Alsózsolca,3571,MasterCard,5331612284800324,515,8/2015,8/9/1934
Medárd,Kertész,Baross tér 54.,Jósvafô,3758,Visa,4539781044214739,309,6/2015,2/23/1950
Fulop,Szölôs,Nyár utca 6.,Ramocsa,8974,Visa,4916604015678109,681,1/2015,9/21/1946
Ármin,Komáromi,Hegedûs Gyula utca 96.,Ôsagárd,2616,Visa,4485529770765539,476,8/2016,1/12/1977
Joska,Rigó,Csavargyár u. 51.,Muraszemenye,8872,MasterCard,5265746403768853,164,7/2019,9/15/1945
Lél,Benkó,Kossuth Lajos u. 48.,Nagykozár,7741,Visa,4916584612719953,253,5/2016,11/23/1986
Borsala,Papp,Síp utca 65.,Felsôgöd,2132,Visa,4485707635672518,279,3/2019,1/3/1984
Zorán,Lukács,Teréz krt. 40.,Kiscséripuszta,8155,Visa,4532266772449266,639,12/2015,5/21/1941
Agi,Szilágyi,Szent Gellért tér 63.,Sajópetri,3573,MasterCard,5586367164246997,007,11/2018,11/13/1959
Egyed,Gyenis,Bécsi utca 7.,Dör,9147,MasterCard,5210535208802694,438,5/2015,11/9/1961
Bora,Szöts,Budaörsi út 51.,Nyírbéltek,4372,MasterCard,5517526167525426,198,2/2019,1/3/1950
Rikard,Hegedûs,Munkácsy Mihály út 53.,Újszilvás,2768,Visa,4556067399808350,389,12/2018,11/25/1974
Ozséb,Herceg,Kossuth Lajos u. 78.,Palotabozsok,7727,Visa,4716556947965248,044,2/2015,3/3/1974
Panna,Bencsik,Nánási út 72.,Marcali,8700,Visa,4929101568885178,911,2/2016,10/7/1965
Juci,Takách,Csabai kapu 25.,Budapest,1095,Visa,4716683288906803,132,8/2018,6/13/1931
Patrícia,Szûts,Szilágyi Erzsébet fasor 93.,Kaposvár,7400,MasterCard,5418941960319556,839,1/2019,8/19/1991
Vince,Kardos,Bem rkp. 27.,Encs,3854,Visa,4532226030691620,003,1/2017,8/20/1966
Szemere,Kállay,Bécsi utca 96.,Markotabödöge,9164,Visa,4485223418374330,122,9/2018,6/19/1937
Ádám,Ferencz,Baross tér 96.,Szinpetri,3761,MasterCard,5231981592881990,490,12/2018,7/10/1964
Krisztina,Meyer,Piroska u. 75.,Nagynyárád,7784,MasterCard,5540212871502297,460,8/2015,6/15/1936
Viktor,Szõke,Hegedûs Gyula utca 63.,Tolmács,2657,Visa,4539265687436353,971,9/2017,1/28/1970
Márió,Sárközy,Eötvös út 44.,Somogyjád,7443,Visa,4485448385676892,720,8/2016,11/13/1970
Tétény,Tóth,Wesselényi u. 7.,Egyed,9314,MasterCard,5459122686607729,858,10/2015,8/21/1931
György,Bernát,Erzsébet krt. 70.,Inárcs,2365,Visa,4929612519103578,654,9/2016,7/1/1972
Bettina,Gyôrffi,Veres Pálné u. 62.,Békés,5630,Visa,4539013710083721,420,6/2017,11/20/1973
Vanessza,Rózsa,Erzsébet krt. 51.,Dömsöd,2344,MasterCard,5216363938264059,482,9/2018,10/21/1929
Liza,Magyar,Nagytétényi út 16.,Rákos,6903,Visa,4539515577927196,252,2/2018,10/25/1960
Ármin,Sárközi,Hegyalja út 67.,Hajdúböszörmény,4086,MasterCard,5559227861832759,201,4/2018,9/12/1929
Bodi,Kovách,Wesselényi u. 73.,Öntésmajor,9339,MasterCard,5256308265541190,824,5/2017,1/26/1932
Dominika,Ambrus,Baross tér 32.,Gagybátor,3817,Visa,4916320572894084,635,7/2015,11/19/1969
Anci,Horváth,Csavargyár u. 8.,Nagykapornak,8935,Visa,4916622094826753,739,8/2018,7/3/1974
Rykus,Szôlôsi,Baross tér 90.,Szikszó,3800,Visa,4539148159801876,685,5/2016,4/21/1981
Zalán,Szigethi,Tas vezér u. 98.,Szedres,7056,Visa,4539208300147916,961,2/2016,6/7/1979
Lél,Bartha,Erzsébet krt. 84.,Dabas,2370,Visa,4532019842554932,678,2/2016,9/28/1990
Enikõ,Takácz,Belgrád rkp. 89.,Oszkó,9825,MasterCard,5116639440536865,143,4/2017,6/11/1935
Hajnalka,Szöllössy,Dayka Gábor u. 81.,Dusnok,6353,Visa,4539658421459311,436,1/2018,3/29/1931
Evelin,Csontos,Eötvös út 9.,Szentbalázs,7472,Visa,4532199770284502,894,2/2019,3/26/1953
Neci,Bognár,Eötvös út 84.,Rinyakovácsi,7527,MasterCard,5150497045455040,668,3/2016,7/23/1951
Ildiko,Madarász,Kárpát u. 95.,Borszörcsök,8479,Visa,4556934051656908,373,9/2015,10/14/1965
Aliz,Bencze,Apáczai Csere János u. 8.,Mátranovák,3144,MasterCard,5506089789998169,960,12/2015,8/17/1985
Milán,Szél,Szent Gellért tér 57.,Vadna,3636,MasterCard,5325325302136120,168,11/2016,1/24/1973
Borsala,Gyôrfi,Erzsébet tér 57.,Besenyôtelek,3373,Visa,4716771712615106,255,12/2015,8/20/1967
Dorina,Gyarmathi,Bem rakpart 89.,Olcsva,4826,Visa,4532603143265205,808,10/2017,9/8/1990
Zsuzsi,Schmidt,Piroska u. 47.,Kozármisleny,7761,MasterCard,5335864506659881,094,6/2018,10/8/1955
Ond,Taar,Erzsébet tér 45.,Markazh,3262,MasterCard,5222848939123603,747,10/2019,11/1/1939
Gergely,Bán,Erzsébet krt. 22.,Tarján,2381,Visa,4556323646594941,667,2/2018,8/21/1989
Sebo,Gyôry,Bem rkp. 83.,Hernádszurdok,3875,Visa,4532205159326960,023,7/2019,3/1/1991
Botond,Takáts,Belgrád rkp. 83.,Ikervár,9756,Visa,4929872252914538,165,6/2015,7/18/1936
Bela,Hegedüs,Munkácsy Mihály út 3.,Szomor,2822,MasterCard,5376789227824243,187,12/2016,8/8/1966
Ozsvát,Szölôs,Kálmán Imre u. 20.,Kisrécse,8756,MasterCard,5537551782210077,619,8/2019,10/22/1983
Bence,Szöllôsi,Tompa u. 77.,Újiráz,4146,MasterCard,5539598524856467,683,9/2017,2/9/1935
Nusi,Novák,Szilágyi Erzsébet fasor 16.,Alsómocsolád,7345,MasterCard,5567809280968817,520,6/2016,10/22/1940
Janka,Komáromi,Bem rakpart 97.,Beregsurány,4933,MasterCard,5538333681931494,680,4/2019,11/28/1972
Panna,Kertész,Csavargyár u. 87.,Kerkaszentkirály,8874,MasterCard,5551685368015871,886,12/2015,5/13/1936
Tímea,Weress,Eötvös út 28.,Lad,7535,MasterCard,5222938926258619,915,3/2016,4/30/1978
Patrícia,Polgár,Apáczai Csere János u. 45.,Gyöngyöshalász,3212,Visa,4929895261734985,830,6/2019,11/30/1973
Zita,Sánta,Veres Pálné u. 92.,Körösújfalu,5536,Visa,4929427082864682,807,9/2015,6/10/1955
Tardos,Sultisz,Király u. 6.,Orosháza,5911,MasterCard,5254029522545178,888,12/2016,12/1/1932
Kristof,Szôllôssi,Szent Gellért tér 79.,Hejôkürt,3588,MasterCard,5146187542767164,614,1/2019,12/29/1978
Ákos,Vida,Budaörsi út 43.,Kék,4515,MasterCard,5299893221659078,396,11/2016,11/28/1931
Liliána,Simon,Csabai kapu 33.,Budapest,1015,MasterCard,5286824025011542,675,11/2015,10/3/1946
Taksony,Gyarmathy,Budaörsi út 24.,Dombrád,4492,MasterCard,5245942485378316,373,7/2017,3/31/1950
Orsolya,Timár,Dózsa György út 85.,Miskolc,3501,MasterCard,5586886833775714,255,3/2018,7/16/1964
Kende,Paál,Kossuth Lajos u. 30.,Orfû,7677,MasterCard,5142076748774724,220,5/2017,9/5/1962
Brigitta,Erdei,Árpád fejedelem útja 23.,Budapest,1151,MasterCard,5126418682892361,373,12/2016,8/30/1967
Paliki,Földessi,Nyár utca 55.,Kozmadombja,8988,Visa,4556129944698692,566,5/2019,11/18/1990
Zoltán,Bálint,Dózsa György út 77.,Miskolc,3521,Visa,4485366965257497,987,11/2016,3/3/1977
Csenger,Mátyás,Szilágyi Erzsébet fasor 86.,Kisvaszar,7381,Visa,4539332499273281,348,8/2019,6/30/1953
Jucika,Áts,Apáczai Csere János u. 28.,Endrefalva,3165,Visa,4485519276105314,592,12/2016,10/30/1989
Armand,Gulyás,Bécsi utca 78.,Gyôr,9024,Visa,4556597026736871,623,1/2017,3/27/1948
Rendor,Gyôry,Árpád fejedelem útja 75.,Budapest,1211,Visa,4929878996640537,017,1/2016,12/26/1990
Treszka,Szücs,Csavargyár u. 45.,Nagypáli,8912,Visa,4539638043167963,064,7/2015,12/15/1964
Radomér,Kárpáthy,Tompa u. 65.,Létavértes,4283,MasterCard,5587542488743338,217,10/2017,7/21/1949
Zombor,Erdey,Bécsi utca 39.,Koroncó,9113,MasterCard,5499273408582864,752,11/2017,12/28/1935
Ferike,Balog,Csavargyár u. 47.,Becsehely,8866,MasterCard,5460001918426784,570,2/2017,11/16/1989
Sandor,Pete,Munkácsy Mihály út 97.,Oroszlány,2840,Visa,4916406066224811,290,4/2015,10/13/1975
Bora,Sebôk,Apáczai Csere János u. 90.,Tar,3073,Visa,4916959405513633,003,11/2017,1/10/1990
Domokos,Pete,Síp utca 42.,Dunakeszi,2120,MasterCard,5229206951371126,307,8/2017,1/27/1976
Aggie,Paál,Bem rkp. 41.,Encs,3854,Visa,4539096094037223,459,6/2016,2/11/1975
Ema,Fazekas,Bem rakpart 41.,Jánd,4841,MasterCard,5409937288115941,005,11/2016,6/6/1968
Tabor,Makai,Rákóczi út 43.,Zánka,8251,MasterCard,5223346056798512,041,4/2015,11/15/1938
Levente,Weress,Tompa u. 45.,Érpatak,4245,Visa,4716399007842647,462,1/2018,8/19/1980
Oguz,Polak,Wesselényi u. 94.,Vásárosfalu,9343,MasterCard,5166240508043206,654,6/2015,8/7/1971
Neci,Erdey,Erzsébet tér 63.,Vámosgyörk,3291,Visa,4532151166117309,398,12/2015,8/1/1994
Bettina,Kollár,Apor Péter u. 51.,Uszka,4952,MasterCard,5288748566825739,618,8/2017,3/21/1967
Emese,Gyôry,Kárpát u. 52.,Kispirit,8496,Visa,4485159970112397,517,10/2017,6/10/1992
Orzsebet,Földy,Nyár utca 1.,Bödeháza,8969,MasterCard,5535881684155555,048,2/2015,4/21/1983
Timur,Thimár,Csavargyár u. 68.,Belezna,8855,Visa,4929593597054638,783,6/2016,10/30/1991
Aranka,Schmit,Bem rkp. 43.,Szerencs,3900,MasterCard,5256624642774290,285,10/2016,1/11/1939
Ramóna,Kuntz,Budaörsi út 5.,Gyulaháza,4545,MasterCard,5144494954375920,436,3/2018,1/24/1988
Jázmin,Szöllössy,Árpád fejedelem útja 56.,Budapest,1145,MasterCard,5265652115479450,522,7/2016,2/4/1987
Agoti,Sebôk,Csavargyár u. 23.,Muerarátka,8871,MasterCard,5583473385690725,276,5/2015,7/4/1950
Ildiko,Bognár,Apáczai Csere János u. 90.,Vizslás,3128,MasterCard,5135563265678320,177,5/2019,11/26/1990
Rozalia,Széll,Hegedûs Gyula utca 84.,Zebegény,2627,MasterCard,5479614876366088,724,12/2016,8/18/1994
Laura,Kuruc,Baross tér 21.,Lak,3786,MasterCard,5460216600173383,574,9/2019,7/19/1977
Anasztaizia,Kováts,Csabai kapu 44.,Budapest,1064,MasterCard,5104582420573926,487,7/2015,9/16/1980
Martin,Kardos,Bem rkp. 5.,Novajidrány,3872,Visa,4485429480679122,967,4/2017,12/28/1981
Andrea,Orbán,Nánási út 13.,Böhönye,8719,MasterCard,5223184293100527,593,2/2019,1/1/1974
Mátyás,Albert,Apáczai Csere János u. 17.,Nógrádsipek,3179,Visa,4485858021162935,794,12/2017,8/14/1991
Margo,Lukáts,Kossuth Lajos u. 87.,Vasas,7691,MasterCard,5482350729823554,128,11/2016,2/8/1982
Milán,Szöllôsy,Victor Hugo u. 75.,Csánig,9654,MasterCard,5155338459052342,151,12/2015,2/20/1936
Krisztián,Petö,Baross tér 24.,Rádostyán,3776,Visa,4485960898480562,427,7/2017,3/25/1966
Rozalia,Lang,Rákóczi út 17.,Öcs,8292,MasterCard,5574536819704261,510,3/2015,5/17/1967
Jázmin,Szabados,Nyár utca 44.,Ozmánbük,8998,Visa,4929438951079450,091,10/2017,12/26/1986
Erika,Meyer,Dózsa György út 14.,Tiszakeszi,3458,MasterCard,5201853014815888,370,11/2015,10/8/1968
Zekö,Schmidt,Tas vezér u. 39.,Kocsola,7212,Visa,4532665030847577,670,9/2015,8/19/1988
Lilla,Szöllôs,Bem rakpart 4.,Olcsvaapáti,4914,MasterCard,5461430057813867,960,7/2019,7/6/1957
Odon,Mezey,Szilágyi Erzsébet fasor 33.,Kishajmás,7391,Visa,4556687832342459,816,3/2019,6/22/1979
Franciska,Szegedy,Wesselényi u. 75.,Veszkény,9352,Visa,4556812115545327,013,9/2019,6/18/1937
Asztrik,Lackó,Bem rkp. 17.,Abaújalpár,3882,Visa,4539406646502774,683,12/2018,11/14/1928
Ibolya,Gyarmathy,Rákóczi út 59.,Diszel,8297,MasterCard,5339313713061412,207,6/2017,10/24/1928
Zorán,Pálfi,Veres Pálné u. 58.,Magyarbánhegyes,5667,Visa,4532894543280296,123,10/2018,2/18/1992
Bernadett,Fodor,Síp utca 97.,Vácegres,2184,MasterCard,5378427084690385,363,9/2017,2/1/1954
Alexa,Gulyás,Dózsa György út 46.,Miskolc,3529,Visa,4916154931914881,553,5/2016,5/20/1956
Kadosa,Elek,Nyár utca 41.,Kerkafalva,8974,MasterCard,5253946337307224,285,6/2019,8/14/1966
Szilvia,Szakáts,Budaörsi út 78.,Nyírbogdány,4511,MasterCard,5414162678680205,194,2/2019,3/17/1972
Hunor,Salamon,Csavargyár u. 64.,Csonkahegyhát,8918,Visa,4716260673596216,145,10/2018,3/17/1966
Evike,Veres,Agip u. 95.,Királyegyháza,7953,Visa,4532683119302323,828,11/2018,8/18/1955
Vanda,Deák,Wesselényi u. 74.,Edve,9343,MasterCard,5198554193071245,806,10/2018,8/16/1963
Tibor,Lukáts,Síp utca 4.,Erdôkürt,2176,Visa,4532294280457753,473,7/2018,2/24/1964
Bars,Szarka,Rákóczi út 52.,Tapolca,8300,MasterCard,5287341756953437,640,2/2018,3/31/1943
Anita,Polach,Apor Péter u. 38.,Besenyszög,5072,MasterCard,5195388698394080,968,1/2015,6/18/1932
Laura,Szepessi,Bem rakpart 22.,Benk,4643,Visa,4539491199209712,366,6/2015,6/27/1943
Robi,Vigh,Csabai kapu 26.,Budapest,1117,MasterCard,5193499430908616,344,10/2019,3/12/1988
Treszka,Sághi,Nyár utca 10.,Nemesnép,8976,Visa,4556405514052373,425,6/2018,8/10/1932
Dorka,Szigeti,Síp utca 62.,Szigethalom,2315,Visa,4916396573074520,409,10/2018,5/14/1948
Alexander,Erdey,Árpád fejedelem útja 28.,Budapest,1186,MasterCard,5204041873970567,675,2/2015,10/7/1942
Nikoletta,Tamás,Nagytétényi út 49.,Szeged,6722,Visa,4916449905117150,608,5/2016,10/23/1949
Sandor,Makkay,Wesselényi u. 7.,Vág,9327,MasterCard,5558837660484478,807,10/2019,2/9/1976
Mária,Sallai,Apor Péter u. 27.,Kunmadaras,5321,MasterCard,5539302275232782,638,8/2017,3/20/1985
Marika,Makai,Bem rakpart 66.,Tiszaszentmárton,4628,MasterCard,5535086608380467,145,8/2016,11/7/1952
Etilka,Pap,Wesselényi u. 28.,Rajka,9224,Visa,4485522133223072,660,1/2018,1/20/1964
Kevin,Kozma,Bécsi utca 7.,Vének,9062,MasterCard,5528261483880027,109,1/2016,1/15/1955
Lilla,Benke,Wesselényi u. 14.,Sopron,9407,MasterCard,5551435635899065,109,3/2015,2/15/1951
Szilveszter,Györffy,Agip u. 85.,Drávaivány,7960,MasterCard,5259718963053727,595,11/2019,12/25/1934
Agoti,Kántor,Wesselényi u. 88.,Mekszikópuszta,9434,Visa,4916161679874722,059,5/2019,7/16/1982
Timur,Gáspár,Csavargyár u. 88.,Lovászi,8878,Visa,4532574530734485,761,6/2018,11/2/1976
Juci,Benczik,Csabai kapu 54.,Budapest,1089,MasterCard,5233512770537001,659,2/2016,1/19/1977
Florka,Molnár,Bem rkp. 67.,Hernádpetri,3874,Visa,4485124861971814,640,3/2017,11/7/1937
Ica Ilka,Szathmári,Piroska u. 2.,Siklósbodony,7814,Visa,4556470652681599,222,2/2015,9/7/1964
Rebeka,Pethô,Piroska u. 58.,Villánykövesd,7772,MasterCard,5521483476262248,428,9/2016,11/12/1959
Gisella,Müllner,Dózsa György út 4.,Miskolc,3529,Visa,4929799575197162,810,10/2015,3/10/1940
Firenze,Lakatos,Apor Péter u. 64.,Fülesd,4964,MasterCard,5146967287300655,079,9/2016,5/14/1947
Berta,Mezey,Baross tér 84.,Hegymeg,3786,MasterCard,5116612296055116,086,1/2016,8/21/1943
Belle,Szôts,Belgrád rkp. 59.,Táplánszentkereszt,9761,Visa,4556570265770877,869,6/2019,9/24/1974
Vanda,Forgács,Hegedûs Gyula utca 7.,Vanyarc,2688,Visa,4532156429330649,150,11/2018,12/11/1931
Becse,Császár,Belgrád rkp. 4.,Táplánszentkereszt,9761,Visa,4539392680877381,343,9/2019,6/28/1991
Ninacska,Vincze,Nánási út 25.,Balatonlelle,8638,MasterCard,5517610580894898,395,4/2018,3/30/1955
Anci,Maier,Bem rakpart 15.,Eperjeske,4646,MasterCard,5360976042936991,833,7/2015,7/29/1963
Ktisztina,Baán,Szent Gellért tér 26.,Center,3651,Visa,4485412353875662,705,10/2015,6/16/1935
Ernesztina,Fenyves,Victor Hugo u. 98.,Zanat,9700,MasterCard,5114867712679996,248,2/2016,1/9/1991
Atilla,Ambrus,Hegedûs Gyula utca 32.,Nyáregyháza,2723,MasterCard,5418089055539405,703,6/2018,10/9/1933
Taksony,Kun,Szent Gellért tér 43.,Szakáld,3596,Visa,4485396540883467,317,2/2017,5/20/1960
Mara,Takácz,Belgrád rkp. 19.,Sárfimizdó,9813,MasterCard,5263864663525327,982,7/2017,6/25/1938
Sára,Lévay,Erzsébet krt. 30.,Kesztölc,2517,Visa,4539554710170893,539,7/2017,12/19/1977
Vilmos,Szepessy,Victor Hugo u. 25.,Vámoscsalád,9665,Visa,4929286296856607,149,5/2017,12/21/1964
Krisztina,Benedek,Kálmán Imre u. 84.,Sénye,8788,Visa,4929470968193537,355,6/2019,6/13/1967
Tímea,Berta,Erzsébet tér 34.,Visonta,3271,MasterCard,5485477682710051,689,2/2016,10/2/1982
Karsa,Gergely,Piroska u. 25.,Ellend,7744,MasterCard,5238855310643705,284,8/2019,10/7/1945
Margo,Sebeôk,Kis Diófa u. 81.,Vasvár,9842,Visa,4556737934898625,051,5/2017,5/31/1950
Zorán,Révész,Baross tér 41.,Tornaszentandrás,3765,MasterCard,5165659226044405,545,9/2017,8/8/1974
Karsa,Ács,Síp utca 80.,Szilasliget,2145,MasterCard,5501459252212155,315,12/2019,4/3/1988
Etilka,Szôlösi,Budaörsi út 32.,Petneháza,4542,MasterCard,5555451104227189,095,9/2019,6/9/1966
Kat,Forgách,Apáczai Csere János u. 10.,Szécsény,3170,Visa,4916309845386374,773,8/2019,2/28/1949
Bertuska,Hajdu,Eötvös út 68.,Ötvöskónyi,7511,Visa,4716963492472838,182,3/2017,8/15/1980
Bela,Mészáros,Agip u. 29.,Szabadszentkirály,7951,Visa,4532935996015539,445,12/2016,5/3/1966
Taksony,Meier,Kis Diófa u. 46.,Szentgotthárd,9981,Visa,4532585756669577,415,5/2019,3/28/1995
Malika,Borbély,Erzsébet krt. 50.,Ercsi,2452,Visa,4929293386900675,021,8/2019,2/8/1993
Czigany,Mészáros,Hegyalja út 59.,Hollóháza,3999,Visa,4556379906159452,056,7/2016,5/28/1994
Kinga,Müllner,Apor Péter u. 95.,Sonkád,4954,Visa,4485203235557283,048,7/2019,9/12/1943
Nusa,Gyarmathi,Szilágyi Erzsébet fasor 9.,Gödre,7386,MasterCard,5171629770497855,489,9/2017,11/13/1957
Szilvia,Borbély,Eötvös út 41.,Kuntelep,7553,MasterCard,5386188949819029,515,7/2018,5/22/1968
Lenci,Horváth,Nánási út 48.,Bize,8714,Visa,4716779937361877,383,2/2015,8/23/1951
Tarján,Szûts,Kálmán Imre u. 5.,Zalakomár,8752,Visa,4556128260323083,192,4/2017,7/4/1984
Lehel,Urbán,Agip u. 90.,Hobol,7971,Visa,4485410814076805,255,7/2019,2/2/1955
Barna,Gyarmaty,Bem rakpart 24.,Olcsvaapáti,4914,MasterCard,5301165538162153,869,4/2017,12/2/1992
